phase,contract_id,min_side_literals,min_main_literals,min_positive_choices,records,problems,families,aggregate_ratio,p95_ratio,maximum_problem_median_ratio,problem_balanced_median_ratio,maximum_estimated_bytes,sample_eligible,calibration_gate
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,4,4,3603,12,5,14.157922219406995,10.630345126980682,92.46666666666667,34.305986258230746,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,4,8,2674,11,4,13.399341414863121,5.97796288485871,73.27666666666667,35.62619047619047,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,4,16,1331,8,2,10.804461055859708,5.4042762908484345,118.41470588235295,20.287711377040353,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,4,32,190,8,2,18.52650036961268,7.737912151928231,217.30565583634177,30.815080179985515,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,4,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,5,0,4911,11,5,14.346496116531746,15.18731778425656,57.35231316725979,32.46811070998797,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,5,4,3534,11,5,14.157513662074336,8.593075852470424,63.87068965517241,34.19714285714286,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,5,8,2670,10,4,13.395706242134326,5.97796288485871,73.31,36.30369496855346,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,5,16,1331,8,2,10.804461055859708,5.4042762908484345,118.41470588235295,20.287711377040353,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,5,32,190,8,2,18.52650036961268,7.737912151928231,217.30565583634177,30.815080179985515,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,5,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,6,0,4798,11,5,14.376744140563957,14.436363636363636,58.232142857142854,32.985559566787,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,6,4,3441,11,5,14.189326419799412,8.230120681104315,65.00175131348512,34.19714285714286,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,6,8,2629,10,4,13.469886128109312,5.881092220504894,73.37666666666667,37.517442303388705,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,6,16,1331,8,2,10.804461055859708,5.4042762908484345,118.41470588235295,20.287711377040353,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,6,32,190,8,2,18.52650036961268,7.737912151928231,217.30565583634177,30.815080179985515,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,6,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,7,0,3306,11,5,13.570075770703628,8.013787638668779,60.52142857142857,37.61167227833894,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,7,4,2379,11,5,13.379273479751971,5.234946141621049,68.88928571428572,37.61167227833894,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,7,8,1960,10,4,12.794503290388173,5.014186064738616,78.33676975945018,38.73010930570953,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,7,16,1270,8,2,10.711860356567783,5.412990936555891,118.58823529411765,24.111825392325986,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,7,32,190,8,2,18.52650036961268,7.737912151928231,217.30565583634177,30.815080179985515,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,7,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,8,0,1433,8,2,21.968820506876835,11.55326797385621,108.6,64.3712616222325,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,8,4,1103,8,2,22.25227974119197,10.086256924294382,108.6,64.50201450626406,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,8,8,886,8,2,21.615172380977786,9.036202645146828,112.89655172413794,68.24793866819849,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,8,16,431,7,1,18.120527715481828,8.675303848750843,125.12424242424242,22.676799007444167,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,8,32,187,7,1,18.43524765461964,7.737912151928231,217.30565583634177,25.043908738699958,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,8,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,9,0,1077,5,2,20.80817409365139,9.99281139720298,128.4712643678161,68.43703703703704,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,9,4,861,5,2,20.98965104975239,8.97815669229912,128.4712643678161,74.9409594095941,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,9,8,716,5,2,20.44271893847231,9.280008364700961,128.9270633397313,81.03620689655172,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,9,16,372,4,1,17.642556382901542,8.73944492491548,125.12424242424242,63.11668853133163,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,9,32,168,4,1,18.186755562446702,7.906226475965157,217.30565583634177,40.12686116478167,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,9,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,10,0,900,5,2,20.771141457976668,9.044492244990376,98.62058823529412,68.43703703703704,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,10,4,780,5,2,20.83201577146112,8.945224872046172,98.62058823529412,74.9409594095941,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,10,8,668,5,2,20.272690419880842,9.339000515198352,104.79095163806552,81.03620689655172,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,10,16,356,4,1,17.767093749510824,8.623754730094989,125.12424242424242,41.04088581882939,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,10,32,165,4,1,17.949274314319172,7.906226475965157,217.30565583634177,39.017555091506466,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,10,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,11,0,783,5,2,20.883804326572054,9.143430290872617,120.95714285714286,68.43703703703704,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,11,4,689,5,2,20.92178682073951,9.551309346391314,120.95714285714286,69.66535742340928,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,11,8,589,5,2,20.37368248036591,9.416277653744672,120.95714285714286,81.03620689655172,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,11,16,308,4,1,17.663439893173607,9.138817285822594,125.12424242424242,44.890736607832835,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,11,32,148,4,1,17.825188540791828,7.579693094629156,217.30565583634177,38.836001489561525,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,11,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,12,0,693,5,2,22.020881913804963,9.334790405738623,125.8103448275862,68.43703703703704,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,12,4,634,5,2,22.010369457235054,9.740462117141321,125.8103448275862,74.9409594095941,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,12,8,541,4,1,21.408307880937524,9.640288511076765,125.8103448275862,79.9747866165927,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,12,16,279,4,1,18.337550386029644,9.32934040940106,125.12424242424242,62.08719930716234,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,12,32,127,4,1,17.011237819549564,7.391539645499231,217.30565583634177,34.24685266706922,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,4,12,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,2,0,2292,11,5,12.118620926742148,4.981785063752277,99.86833333333334,29.21891418563923,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,2,4,2029,11,5,12.005057130260212,4.910999292397201,102.83194675540766,29.21891418563923,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,2,8,1844,10,4,11.762907668808912,5.103798449612403,102.91362126245848,23.284693224531587,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,2,16,1313,8,2,10.734071569496157,5.406141015921152,118.31424375917769,20.71233353401051,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,2,32,190,8,2,18.52650036961268,7.737912151928231,217.30565583634177,30.815080179985515,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,2,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,3,0,2292,11,5,12.118620926742148,4.981785063752277,99.86833333333334,29.21891418563923,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,3,4,2029,11,5,12.005057130260212,4.910999292397201,102.83194675540766,29.21891418563923,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,3,8,1844,10,4,11.762907668808912,5.103798449612403,102.91362126245848,23.284693224531587,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,3,16,1313,8,2,10.734071569496157,5.406141015921152,118.31424375917769,20.71233353401051,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,3,32,190,8,2,18.52650036961268,7.737912151928231,217.30565583634177,30.815080179985515,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,3,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,4,0,2292,11,5,12.118620926742148,4.981785063752277,99.86833333333334,29.21891418563923,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,4,4,2029,11,5,12.005057130260212,4.910999292397201,102.83194675540766,29.21891418563923,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,4,8,1844,10,4,11.762907668808912,5.103798449612403,102.91362126245848,23.284693224531587,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,4,16,1313,8,2,10.734071569496157,5.406141015921152,118.31424375917769,20.71233353401051,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,4,32,190,8,2,18.52650036961268,7.737912151928231,217.30565583634177,30.815080179985515,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,4,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,5,0,2292,11,5,12.118620926742148,4.981785063752277,99.86833333333334,29.21891418563923,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,5,4,2029,11,5,12.005057130260212,4.910999292397201,102.83194675540766,29.21891418563923,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,5,8,1844,10,4,11.762907668808912,5.103798449612403,102.91362126245848,23.284693224531587,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,5,16,1313,8,2,10.734071569496157,5.406141015921152,118.31424375917769,20.71233353401051,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,5,32,190,8,2,18.52650036961268,7.737912151928231,217.30565583634177,30.815080179985515,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,5,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,6,0,2248,11,5,12.157117416390076,4.9492123400065635,99.95,29.716363636363635,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,6,4,1992,11,5,12.045740072444518,4.9129242103613135,102.7109634551495,29.934664246823957,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,6,8,1812,10,4,11.807735919265474,5.0992354621978535,103.04485049833887,24.268499374769092,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,6,16,1313,8,2,10.734071569496157,5.406141015921152,118.31424375917769,20.71233353401051,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,6,32,190,8,2,18.52650036961268,7.737912151928231,217.30565583634177,30.815080179985515,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,6,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,7,0,1778,11,5,11.741299114503494,5.120009267124875,103.38833333333334,31.153895685769477,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,7,4,1581,11,5,11.652353153892296,5.255342044581091,105.16943521594685,32.32674118658642,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,7,8,1485,10,4,11.491460534500186,5.3686830015313936,106.93687707641196,32.755620626972146,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,7,16,1258,8,2,10.681017434662225,5.415256797583082,118.26686217008798,25.755760912293262,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,7,32,190,8,2,18.52650036961268,7.737912151928231,217.30565583634177,30.815080179985515,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,7,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,8,0,713,8,2,20.018895045556768,9.358287642345003,107.89333333333333,30.867243867243868,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,8,4,613,8,2,20.076900843836945,9.265250379362671,109.44833333333334,31.99094941689919,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,8,8,546,8,2,19.823349843813755,9.120077783179388,109.44833333333334,31.99094941689919,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,8,16,419,7,1,18.208171206225682,8.714108296075509,125.95158850226929,22.676799007444167,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,8,32,187,7,1,18.43524765461964,7.737912151928231,217.30565583634177,25.043908738699958,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,8,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,9,0,542,5,2,19.135101131069987,9.120077783179388,110.3,34.458211382113824,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,9,4,477,5,2,19.175785920570977,8.909853982687768,111.53333333333333,36.73145780051151,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,9,8,450,5,2,19.091382817063867,8.748957180556738,111.53333333333333,53.28761651131824,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,9,16,360,4,1,17.72639676607163,8.73944492491548,125.95158850226929,71.52430271527727,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,9,32,168,4,1,18.186755562446702,7.906226475965157,217.30565583634177,40.12686116478167,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,9,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,10,0,456,5,2,19.072957173244145,8.98609775290723,110.3,34.458211382113824,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,10,4,427,5,2,19.084544689413654,8.749893589852729,111.53333333333333,45.575149213239285,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,10,8,417,5,2,19.025009023172284,8.88327143821742,111.53333333333333,45.575149213239285,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,10,16,344,4,1,17.857791583150203,8.623754730094989,125.95158850226929,57.04020582167776,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,10,32,165,4,1,17.949274314319172,7.906226475965157,217.30565583634177,39.017555091506466,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,10,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,11,0,388,5,2,19.103019786527472,9.196742066171506,110.3,33.71608527131783,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,11,4,370,5,2,19.11794871235459,9.203262129491637,111.53333333333333,39.08695652173913,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,11,8,363,5,2,19.096710332937032,9.203262129491637,111.53333333333333,96.31977818853974,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,11,16,296,4,1,17.76202136402844,6.534143456285622,125.95158850226929,65.96812438838752,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,11,32,148,4,1,17.825188540791828,7.579693094629156,217.30565583634177,38.836001489561525,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,11,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,12,0,340,5,2,20.05585267649872,9.911156474660514,131.06438896189223,34.02097902097902,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,12,4,334,5,2,20.02928657104811,9.992130803532396,131.06438896189223,34.02097902097902,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,12,8,330,4,1,20.03393616355934,9.992130803532396,131.06438896189223,72.77715617715617,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,12,16,267,4,1,18.47683854075206,9.32934040940106,131.06438896189223,79.98628376162415,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,12,32,127,4,1,17.011237819549564,7.391539645499231,217.30565583634177,34.24685266706922,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,5,12,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,2,0,1311,11,5,10.868406363869465,5.353832102899764,125.92243767313019,30.184418746195984,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,2,4,1300,11,5,10.863895108173843,5.353832102899764,125.92243767313019,30.184418746195984,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,2,8,1265,10,4,10.801607145049342,5.3397528243233,125.92243767313019,20.866337858572997,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,2,16,1175,8,2,10.619177861073048,5.415256797583082,140.63714285714286,22.007945699289756,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,2,32,190,8,2,18.52650036961268,7.737912151928231,217.30565583634177,30.815080179985515,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,2,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,3,0,1311,11,5,10.868406363869465,5.353832102899764,125.92243767313019,30.184418746195984,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,3,4,1300,11,5,10.863895108173843,5.353832102899764,125.92243767313019,30.184418746195984,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,3,8,1265,10,4,10.801607145049342,5.3397528243233,125.92243767313019,20.866337858572997,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,3,16,1175,8,2,10.619177861073048,5.415256797583082,140.63714285714286,22.007945699289756,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,3,32,190,8,2,18.52650036961268,7.737912151928231,217.30565583634177,30.815080179985515,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,3,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,4,0,1311,11,5,10.868406363869465,5.353832102899764,125.92243767313019,30.184418746195984,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,4,4,1300,11,5,10.863895108173843,5.353832102899764,125.92243767313019,30.184418746195984,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,4,8,1265,10,4,10.801607145049342,5.3397528243233,125.92243767313019,20.866337858572997,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,4,16,1175,8,2,10.619177861073048,5.415256797583082,140.63714285714286,22.007945699289756,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,4,32,190,8,2,18.52650036961268,7.737912151928231,217.30565583634177,30.815080179985515,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,4,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,5,0,1311,11,5,10.868406363869465,5.353832102899764,125.92243767313019,30.184418746195984,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,5,4,1300,11,5,10.863895108173843,5.353832102899764,125.92243767313019,30.184418746195984,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,5,8,1265,10,4,10.801607145049342,5.3397528243233,125.92243767313019,20.866337858572997,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,5,16,1175,8,2,10.619177861073048,5.415256797583082,140.63714285714286,22.007945699289756,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,5,32,190,8,2,18.52650036961268,7.737912151928231,217.30565583634177,30.815080179985515,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,5,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,6,0,1311,11,5,10.868406363869465,5.353832102899764,125.92243767313019,30.184418746195984,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,6,4,1300,11,5,10.863895108173843,5.353832102899764,125.92243767313019,30.184418746195984,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,6,8,1265,10,4,10.801607145049342,5.3397528243233,125.92243767313019,20.866337858572997,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,6,16,1175,8,2,10.619177861073048,5.415256797583082,140.63714285714286,22.007945699289756,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,6,32,190,8,2,18.52650036961268,7.737912151928231,217.30565583634177,30.815080179985515,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,6,64,16,1,1,18.967243103929928,11.197131733280765,28.791719819088485,28.791719819088485,104968,False,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,7,0,1214,11,5,10.75440504987032,5.403129488245521,130.74792243767314,25.898261429491306,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,7,4,1204,11,5,10.750674105279138,5.403129488245521,130.74792243767314,25.898261429491306,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,7,8,1177,10,4,10.701128494063877,5.415256797583082,130.74792243767314,24.023262228393296,104968,True,False
test,991520079bd9313a29acd5df185bf645f61cbceb42368392de63555c483c3c0f,6,7,16,1124,8,2,10.565240142098881,5.463642528822244,140.63714285714286,25.774157820001353,104968,True,False
